target_id	length	eff_length	est_counts	tpm
NM_000094.4	9231	8988.5	8001.38	42.4871
NM_000095.3	2452	2209.5	865	18.6854
NM_000096.4	4452	4209.5	1.35878	0.0154063
NM_000097.7	2709	2466.5	2374.98	45.9578
NM_000098.3	2699	2456.5	461.737	8.97135
NM_000099.4	793	551.064	7437.02	644.135
NM_000100.4	588	350.525	2788	379.624
NM_000101.4	692	451.19	1806	191.047
NM_000102.4	1750	1507.5	0	0
NM_000103.4	4403	4160.5	3.78277e-06	4.33955e-08
NM_000104.4	5218	4975.5	6024	57.7867
NM_000106.6	1588	1345.5	0	0
NM_000107.3	1815	1572.5	612.718	18.5973
NM_000108.5	3537	3294.5	2689.84	38.9688
NM_000109.4	13854	13611.5	0	0
NM_000110.4	4423	4180.5	1918.93	21.9084
NM_000111.3	2882	2639.5	0	0
NM_000112.4	8054	7811.5	1799.46	10.9948
NM_000113.3	2080	1837.5	3115	80.9115
NM_000115.5	4274	4031.5	0	0
NM_000116.5	1906	1663.5	46.5849	1.3366
NM_000117.3	1281	1038.5	2106	96.7901
NM_000118.4	3082	2839.5	340.589	5.72491
NM_000119.3	2434	2191.5	0	0
NM_000120.4	1780	1537.5	0	0
NM_000121.4	2411	2168.5	291.583	6.41775
NM_000122.2	2718	2475.5	1630.96	31.4457
NM_000123.4	3888	3645.5	2654.91	34.7594
NM_000124.4	9001	8758.5	640.593	3.49086
NM_000125.4	6327	6084.5	0	0
NM_000126.4	2289	2046.5	606.541	14.1458
NM_000127.3	8243	8000.5	12461.1	74.3394
NM_000128.4	3053	2810.5	0	0
NM_000129.4	3828	3585.5	1	0.0133116
NM_000130.5	9132	8889.5	14	0.0751676
NM_000131.4	3144	2901.5	0	0
NM_000132.4	9032	8789.5	21.1882	0.115056
NM_000133.4	2800	2557.5	0	0
NM_000134.4	2226	1983.5	1	0.0240629
NM_000135.4	5452	5209.5	1241.57	11.3751
NM_000136.3	4592	4349.5	369.789	4.05783
NM_000137.4	1456	1213.5	394.058	15.4988
NM_000138.5	11609	11366.5	71584.3	300.587
NM_000139.5	3648	3405.5	0	0
NM_000140.5	7689	7446.5	1131.63	7.25327
NM_000141.5	4624	4381.5	0	0
NM_000142.5	4301	4058.5	50.4006	0.59272
NM_000143.4	1791	1548.5	2790	85.9948
NM_000144.5	6978	6735.5	290.765	2.0604
NM_000145.4	2762	2519.5	0	0
NM_000146.4	871	628.77	25961	1970.65
NM_000147.5	2043	1800.5	184	4.87758
NM_000148.4	4214	3971.5	0	0
NM_000149.4	2565	2322.5	0	0
NM_000150.4	3326	3083.5	0	0
NM_000151.4	4164	3921.5	0	0
NM_000152.5	3751	3508.5	66.9187	0.910345
NM_000153.4	3794	3551.5	1055.51	14.185
NM_000154.2	1397	1154.5	611	25.2596
NM_000155.4	1756	1513.5	337.295	10.6367
NM_000156.6	1110	867.503	171.768	9.45041
NM_000157.4	2291	2048.5	1746.75	40.6981
NM_000158.4	2941	2698.5	11733.5	207.531
NM_000159.4	1852	1609.5	365.555	10.8403
NM_000160.5	2030	1787.5	0	0
NM_000161.3	2916	2673.5	136.227	2.432
NM_000162.5	2745	2502.5	0	0
NM_000163.5	4899	4656.5	77.6084	0.795479
NM_000164.4	3310	3067.5	0	0
NM_000165.5	3083	2840.5	9514	159.863
NM_000166.6	1937	1694.5	0	0
NM_000167.6	4410	4167.5	32.5934	0.373279
NM_000168.6	8405	8162.5	152.897	0.894038
NM_000169.3	1318	1075.5	792.338	35.1624
NM_000170.3	3843	3600.5	30	0.397684
NM_000171.4	1812	1569.5	0	0
NM_000172.4	2465	2222.5	2.04523	0.0439219
NM_000173.7	2514	2271.5	19	0.399227
NM_000174.5	877	634.77	0	0
NM_000175.5	4125	3882.5	13539.7	166.447
NM_000176.3	6778	6535.5	843.763	6.162
NM_000177.5	2619	2376.5	947.622	19.0317
NM_000178.4	1909	1666.5	1753.73	50.2268
NM_000179.3	4265	4022.5	2415.75	28.6639
NM_000180.4	3680	3437.5	4.23238	0.0587654
NM_000181.4	2199	1956.5	545.68	13.3118
NM_000182.5	2943	2700.5	6819	120.519
NM_000183.3	1997	1754.5	3086.82	83.9727
NM_000184.3	586	348.773	0	0
NM_000185.4	2203	1960.5	12	0.292142
NM_000186.4	3962	3719.5	929.442	11.9266
NM_000187.4	1674	1431.5	0	0
NM_000188.3	3602	3359.5	14149.5	201.023
NM_000189.5	5626	5383.5	4522.12	40.0919
NM_000190.4	1505	1262.5	611.736	23.1266
NM_000191.3	1570	1327.5	519.095	18.6634
NM_000192.3	3921	3678.5	239.284	3.10472
NM_000193.4	4650	4407.5	0	0
NM_000194.3	1395	1152.5	1470	60.8773
NM_000195.5	3703	3460.5	1.38371e-06	1.90847e-08
NM_000196.4	1896	1653.5	0	0
NM_000197.2	1159	916.503	0	0
NM_000198.4	1675	1432.5	0	0
NM_000199.5	2705	2462.5	338.404	6.55902
NM_000200.3	532	297.9	0	0
NM_000201.3	2967	2724.5	2965.29	51.947
NM_000202.8	7580	7337.5	4053.88	26.3695
NM_000203.5	2174	1931.5	282.215	6.97373
NM_000204.5	1978	1735.5	189.907	5.2227
NM_000206.3	1480	1237.5	2	0.0771372
NM_000207.3	465	238.581	0	0
NM_000208.4	9463	9220.5	415.649	2.15155
NM_000209.4	2603	2360.5	0	0
NM_000210.4	5816	5573.5	6197.82	53.0751
NM_000211.5	2807	2564.5	24.8903	0.46324
NM_000212.3	5941	5698.5	2456.61	20.5757
NM_000213.5	5896	5653.5	7.48808	0.0632169
NM_000214.3	5940	5697.5	272	2.27858
NM_000215.4	5386	5143.5	22.4978	0.208767
NM_000216.4	6265	6022.5	181.74	1.4403
NM_000217.3	7985	7742.5	1	0.00616451
NM_000218.3	3224	2981.5	0	0
NM_000219.6	3505	3262.5	3.00873e-06	4.40162e-08
NM_000220.6	2333	2090.5	0	0
NM_000221.3	2397	2154.5	0	0
NM_000222.3	5147	4904.5	0.314822	0.00306373
NM_000223.4	1880	1637.5	3	0.0874418
NM_000224.3	1413	1170.5	1350.45	55.0661
NM_000226.4	2296	2053.5	0	0
NM_000227.6	5618	5375.5	0	0
NM_000228.3	4014	3771.5	1.61473e-08	2.04345e-10
NM_000229.2	1496	1253.5	327.484	12.4694
NM_000230.3	3427	3184.5	1.43316	0.02148
NM_000231.3	1594	1351.5	0	0
NM_000232.5	4248	4005.5	7975.94	95.0397
NM_000233.4	3076	2833.5	0	0
NM_000234.3	3125	2882.5	818.822	13.5581
NM_000235.4	2496	2253.5	1840.38	38.9788
NM_000236.3	2559	2316.5	1	0.0206038
NM_000237.3	3565	3322.5	7	0.100557
NM_000238.4	4292	4049.5	0	0
NM_000239.3	1490	1247.5	9.00097	0.344372
NM_000240.4	3931	3688.5	41	0.530535
NM_000242.3	3521	3278.5	0	0
NM_000243.3	3506	3263.5	0	0
NM_000244.4	2746	2503.5	1.60648	0.0306273
NM_000245.4	6822	6579.5	5575.77	40.4475
NM_000246.4	16061	15818.5	0	0
NM_000247.3	1366	1123.5	170.809	7.25632
NM_000248.4	4475	4232.5	0	0
NM_000249.4	2494	2251.5	1205.56	25.5561
NM_000250.2	3216	2973.5	1	0.0160514
NM_000251.3	3115	2872.5	1893.92	31.4689
NM_000252.3	3412	3169.5	507.624	7.64418
NM_000253.4	4043	3800.5	0	0
NM_000254.3	10547	10304.5	2005.72	9.29016
NM_000255.4	3811	3568.5	1475.37	19.7331
NM_000256.3	4217	3974.5	0	0
NM_000257.4	6027	5784.5	0	0
NM_000258.3	885	642.77	0	0
NM_000259.3	12238	11995.5	4038.7	16.0695
NM_000260.4	7483	7240.5	0	0
NM_000261.2	2100	1857.5	0	0
NM_000262.3	3696	3453.5	852.444	11.7811
NM_000263.4	2475	2232.5	1358.42	29.0416
NM_000264.5	8662	8419.5	0.00263851	1.49573e-05
NM_000265.7	1349	1106.5	0	0
NM_000266.4	1719	1476.5	26	0.840464
NM_000267.3	12381	12138.5	411.431	1.61775
NM_000268.4	5950	5707.5	647.953	5.41848
NM_000269.3	890	647.77	3642.3	268.371
NM_000270.4	1477	1234.5	3213	124.222
NM_000271.5	4760	4517.5	2282.49	24.1152
NM_000272.5	2690	2447.5	0	0
NM_000273.3	1645	1402.5	0	0
NM_000274.4	2039	1796.5	6373.82	169.337
NM_000275.3	3143	2900.5	0	0
NM_000276.4	5173	4930.5	474.491	4.59322
NM_000277.3	3759	3516.5	0	0
NM_000278.5	4189	3946.5	0	0
NM_000280.6	2701	2458.5	0	0
NM_000281.4	787	545.119	278.238	24.3616
NM_000282.4	2484	2241.5	244.586	5.20801
NM_000283.4	3294	3051.5	0	0
NM_000284.4	3349	3106.5	2151.57	33.057
NM_000285.4	1907	1664.5	2923.86	83.8401
NM_000286.3	2617	2374.5	200	4.0201
NM_000287.4	3444	3201.5	357.829	5.3346
NM_000288.4	1454	1211.5	170.21	6.70566
NM_000289.6	3090	2847.5	1611.45	27.0105
NM_000290.4	837	594.891	0	0
NM_000291.4	4812	4569.5	40001.2	417.815
NM_000292.3	5077	4834.5	331.013	3.26793
NM_000293.3	5459	5216.5	67.0236	0.613237
NM_000294.3	5384	5141.5	344.566	3.19862
NM_000295.5	3006	2763.5	30.36	0.52435
NM_000296.4	14137	13894.5	2418.01	8.30606
NM_000297.4	5089	4846.5	4771.61	46.9912
NM_000298.6	3047	2804.5	0	0
NM_000299.4	5389	5146.5	0	0
NM_000300.4	991	748.503	0	0
NM_000301.5	3530	3287.5	4	0.058073
NM_000302.4	2976	2733.5	17472.4	305.08
NM_000303.3	2285	2042.5	2556.13	59.731
NM_000304.4	1828	1585.5	0	0
NM_000305.3	1610	1367.5	1770.04	61.7782
NM_000306.4	1488	1245.5	3	0.114963
NM_000307.5	3838	3595.5	0	0
NM_000308.4	1858	1615.5	6213.9	183.585
NM_000309.5	1672	1429.5	28.1177	0.938804
NM_000310.4	2284	2041.5	2076.03	48.536
NM_000311.5	2435	2192.5	4002.23	87.1248
NM_000312.4	1769	1526.5	0	0
NM_000313.4	3372	3129.5	399.774	6.09704
NM_000314.8	8515	8272.5	0	0
NM_000315.4	791	549.119	0	0
NM_000316.3	2153	1910.5	0	0
NM_000317.3	872	629.77	1419	107.543
NM_000318.3	4169	3926.5	0.12164	0.00147859
NM_000319.5	3213	2970.5	31.2164	0.501571
NM_000320.3	1507	1264.5	746.475	28.1757
NM_000321.3	4768	4525.5	4098.49	43.2252
NM_000322.5	3001	2758.5	241.834	4.18432
NM_000324.3	1895	1652.5	0	0
NM_000325.6	2294	2051.5	284.989	6.63033
NM_000326.5	1638	1395.5	0	0
NM_000327.4	1358	1115.5	31	1.32639
NM_000328.3	3053	2810.5	330.79	5.61758
NM_000329.3	2605	2362.5	0	0
NM_000330.4	3031	2788.5	0	0
NM_000331.6	665	424.719	6.48165	0.72839
NM_000332.4	10606	10363.5	43.2569	0.199218
NM_000333.4	7250	7007.5	74.7073	0.508838
NM_000334.4	7805	7562.5	1	0.00631124
NM_000335.5	8516	8273.5	13.8775	0.0800575
NM_000336.3	2560	2317.5	0	0
NM_000337.6	9383	9140.5	2630.87	13.7376
NM_000338.3	4708	4465.5	0.333333	0.00356278
NM_000339.3	5567	5324.5	0	0
NM_000340.2	3181	2938.5	0	0
NM_000341.4	2969	2726.5	2.05204	0.035922
NM_000342.4	4954	4711.5	0	0
NM_000343.4	4832	4589.5	0.00121367	1.26216e-05
NM_000344.4	1482	1239.5	394.086	15.1748
NM_000345.4	3177	2934.5	9.65325	0.157007
NM_000346.4	3931	3688.5	2530	32.7379
NM_000348.4	4519	4276.5	0	0
NM_000349.3	2565	2322.5	4.00946	0.0823967
NM_000350.3	7328	7085.5	0	0
NM_000351.7	6352	6109.5	0	0
NM_000352.6	4921	4678.5	0	0
NM_000353.3	3945	3702.5	3	0.0386728
NM_000354.6	2360	2117.5	0	0
NM_000355.4	2192	1949.5	33	0.807923
NM_000356.4	4792	4549.5	53.2579	0.558728
NM_000358.3	2712	2469.5	287655	5559.59
NM_000359.3	2744	2501.5	38	0.725041
NM_000360.4	1827	1584.5	0	0
NM_000361.3	4040	3797.5	948	11.9149
NM_000362.5	4597	4354.5	342020	3748.81
NM_000363.5	843	600.891	0	0
NM_000364.4	1156	913.503	0	0
NM_000365.6	1351	1108.5	40614.3	1748.73
NM_000366.6	1265	1022.5	9.63148	0.449582
NM_000367.5	3184	2941.5	452.678	7.34514
NM_000368.5	8598	8355.5	623.637	3.56237
NM_000369.5	4308	4065.5	0	0
NM_000370.3	2633	2390.5	0	0
NM_000371.4	616	377.127	0	0
NM_000372.5	2062	1819.5	1	0.0262318
NM_000373.4	6652	6409.5	595.625	4.43536
NM_000374.5	1193	950.503	1574.53	79.0637
NM_000375.3	1336	1093.5	649.16	28.3343
NM_000376.3	4616	4373.5	337.449	3.68263
NM_000377.3	1829	1586.5	0	0
NM_000378.6	2971	2728.5	1.63212	0.0285502
NM_000379.4	5715	5472.5	374.152	3.26319
NM_000380.4	1400	1157.5	247.683	10.213
NM_000381.4	6168	5925.5	539.158	4.34281
NM_000382.3	3703	3460.5	570.998	7.87546
NM_000383.4	2690	2447.5	1.07916	0.0210447
NM_000384.3	14121	13878.5	0	0
NM_000386.4	2307	2064.5	1211	27.9968
NM_000387.6	1778	1535.5	597	18.5568
NM_000388.4	10062	9819.5	0	0
NM_000389.5	2117	1874.5	7160.81	182.329
NM_000390.4	5438	5195.5	1704.85	15.6617
NM_000391.4	3492	3249.5	3308	48.588
NM_000392.5	5806	5563.5	41.4583	0.355667
NM_000393.5	6829	6586.5	60489.6	438.335
NM_000394.4	1139	896.503	0	0
NM_000395.3	4853	4610.5	77.0704	0.797847
NM_000396.4	1629	1386.5	2551	87.8152
NM_000397.4	4276	4033.5	0	0
NM_000398.7	2916	2673.5	17237	307.723
NM_000399.5	2979	2736.5	12	0.209298
NM_000400.4	4108	3865.5	2081.71	25.7037
NM_000401.3	3469	3226.5	6275.15	92.8266
NM_000402.4	2406	2163.5	200.981	4.43382
NM_000403.4	1665	1422.5	164.279	5.51198
NM_000404.4	2523	2280.5	2406.35	50.3627
NM_000405.5	3603	3360.5	1325.11	18.8203
NM_000406.3	4402	4159.5	6	0.0688478
NM_000407.5	959	716.503	8.08899	0.538836
NM_000408.5	5812	5569.5	1752.36	15.0172
NM_000409.5	1904	1661.5	0	0
NM_000410.4	5176	4933.5	193.079	1.86793
NM_000411.8	8247	8004.5	173.433	1.03413
NM_000412.5	1947	1704.5	0	0
NM_000413.4	1274	1031.5	76.2998	3.53047
NM_000414.4	2628	2385.5	2733.75	54.6964
NM_000415.3	1942	1699.5	0	0
NM_000416.3	2074	1831.5	1493.78	38.9277
NM_000417.3	3218	2975.5	0	0
NM_000418.4	3624	3381.5	1034.11	14.5961
NM_000419.5	3479	3236.5	7	0.103229
NM_000420.3	2494	2251.5	0	0
NM_000421.5	2143	1900.5	1246.57	31.3062
NM_000422.3	1517	1274.5	21	0.786427
NM_000423.3	2450	2207.5	0	0
NM_000424.4	2238	1995.5	3	0.0717545
NM_000425.5	5099	4856.5	0	0
NM_000426.4	9696	9453.5	1362.96	6.88128
NM_000427.3	1245	1002.5	4	0.190438
NM_000428.3	8460	8217.5	37873	219.973
NM_000429.3	3384	3141.5	0	0
NM_000430.4	5589	5346.5	11029.6	98.4622
NM_000431.4	2833	2590.5	264.055	4.86509
NM_000432.4	783	541.119	0	0
NM_000433.4	2267	2024.5	0	0
NM_000434.4	3353	3110.5	1254.33	19.247
NM_000435.3	8680	8437.5	4490	25.3988
NM_000436.4	3294	3051.5	1584.59	24.7847
NM_000437.4	3487	3244.5	318.309	4.68253
NM_000438.6	1501	1258.5	0	0
NM_000439.5	5136	4893.5	63.552	0.619854
NM_000440.3	5645	5402.5	3.71038	0.0327796
NM_000441.2	4737	4494.5	39.5669	0.420175
NM_000442.5	6813	6570.5	54.3312	0.394667
NM_000443.4	4293	4050.5	4.69724	0.0553496
NM_000444.6	6288	6045.5	0	0
NM_000445.5	14798	14555.5	5188.07	17.0121
NM_000446.7	2393	2150.5	1.00002	0.0221947
NM_000447.3	2249	2006.5	254.097	6.04421
NM_000448.3	6588	6345.5	0	0
NM_000449.4	3577	3334.5	132.144	1.89145
NM_000450.2	3875	3632.5	0	0
NM_000451.4	7934	7691.5	3.09959	0.0192342
NM_000452.3	3350	3107.5	0	0
NM_000453.3	3604	3361.5	0	0
NM_000454.5	895	652.704	4055.01	296.521
NM_000455.5	3293	3050.5	1704.65	26.6712
NM_000456.3	2445	2202.5	17.9059	0.388026
NM_000457.6	4739	4496.5	0	0
NM_000458.4	2790	2547.5	0	0
NM_000459.5	4683	4440.5	863.714	9.28363
NM_000460.4	1918	1675.5	0	0
NM_000461.5	7430	7187.5	0	0
NM_000462.5	5319	5076.5	2933.96	27.5848
NM_000463.3	2361	2118.5	0	0
NM_000465.4	5478	5235.5	624.699	5.69498
NM_000466.3	4369	4126.5	277.297	3.20733
NM_000474.4	1630	1387.5	1405.93	48.3625
NM_000475.5	1813	1570.5	5	0.151954
NM_000476.3	2192	1949.5	539.013	13.1964
NM_000477.7	2285	2042.5	1	0.0233678
NM_000478.6	2536	2293.5	66	1.37349
NM_000479.5	1809	1566.5	10	0.304683
NM_000480.3	4357	4114.5	58.8208	0.682329
NM_000481.4	1997	1754.5	101.96	2.77369
NM_000482.4	1471	1228.5	0	0
NM_000483.5	660	419.888	0	0
NM_000484.4	3583	3340.5	18056.8	257.993
NM_000485.3	931	688.503	1116.55	77.4021
NM_000486.6	4180	3937.5	0	0
NM_000487.6	4294	4051.5	1177.5	13.8715
NM_000488.4	1552	1309.5	0	0
NM_000489.6	11165	10922.5	1210.94	5.2915
NM_000490.5	619	380.012	0	0
NM_000491.5	1098	855.503	0	0
NM_000492.4	6070	5827.5	0	0
NM_000493.4	3302	3059.5	0	0
NM_000494.4	5612	5369.5	65	0.577776
NM_000495.5	6513	6270.5	96.9564	0.737996
NM_000496.3	769	527.226	2.02296	0.183135
NM_000497.4	3540	3297.5	0	0
NM_000498.3	2936	2693.5	0	0
NM_000499.5	2600	2357.5	5.31801	0.107666
NM_000500.9	2006	1763.5	0	0
NM_000501.4	3397	3154.5	2470.53	37.38
NM_000502.6	2719	2476.5	0	0
NM_000503.6	4163	3920.5	0	0
NM_000504.4	1536	1293.5	140.002	5.16591
NM_000505.4	2036	1793.5	0	0
NM_000506.5	1990	1747.5	0	0
NM_000507.4	1473	1230.5	0	0
NM_000508.5	3654	3411.5	0	0
NM_000509.6	1565	1322.5	0	0
NM_000510.4	1855	1612.5	0	0
NM_000511.6	3116	2873.5	0.0207295	0.000344316
NM_000512.5	2344	2101.5	1108.06	25.166
NM_000513.2	1998	1755.5	0	0
NM_000514.4	4171	3928.5	1142.09	13.8756
NM_000515.5	823	580.949	0	0
NM_000516.7	1854	1611.5	8669.53	256.77
NM_000517.6	576	339.225	0.991455	0.139497
NM_000518.5	628	388.82	0	0
NM_000519.4	620	380.974	0	0
NM_000520.6	4785	4542.5	1959.09	20.5845
NM_000521.4	1812	1569.5	4148.19	126.147
NM_000522.5	5015	4772.5	1	0.0100008
NM_000523.4	2416	2173.5	3.82995	0.0841034
NM_000524.4	4572	4329.5	0	0
NM_000525.4	3412	3169.5	1.03554	0.0155939
NM_000526.5	1636	1393.5	554	18.975
NM_000527.5	5173	4930.5	2497.33	24.1749
NM_000528.4	3185	2942.5	2329.64	37.7878
NM_000529.2	3652	3409.5	0	0
NM_000530.8	1951	1708.5	7.5	0.20952
NM_000531.6	1522	1279.5	0	0
NM_000532.5	1799	1556.5	603	18.4904
NM_000533.5	3011	2768.5	0	0
NM_000534.5	3156	2913.5	573.068	9.38795
NM_000535.7	5093	4850.5	114.293	1.12464
NM_000536.4	2388	2145.5	0	0
NM_000537.4	1462	1219.5	19	0.74362
NM_000538.4	2306	2063.5	225	5.20424
NM_000539.3	2768	2525.5	0	0
NM_000540.3	15400	15157.5	9.13664e-05	2.87699e-07
NM_000541.5	1596	1353.5	0	0
NM_000542.5	3550	3307.5	0	0
NM_000543.5	2410	2167.5	3483.26	76.7019
NM_000544.3	5679	5436.5	280.376	2.4615
NM_000545.8	3442	3199.5	0	0
NM_000546.6	2512	2269.5	388.183	8.16367
NM_000547.6	4090	3847.5	0	0
NM_000548.5	6415	6172.5	13.8869	0.10738
NM_000549.5	528	294.263	0	0
NM_000550.3	2896	2653.5	0	0
NM_000551.4	4414	4171.5	1222.64	13.989
NM_000552.5	8830	8587.5	20	0.111159
NM_000553.6	7575	7332.5	663.986	4.32202
NM_000554.6	4366	4123.5	3.14587	0.0364128
NM_000555.3	9433	9190.5	0	0
NM_000557.5	2368	2125.5	43	0.965577
NM_000558.5	577	340.225	0.00854484	0.00119872
NM_000559.3	587	349.702	0	0
NM_000560.4	1505	1262.5	0	0
NM_000561.4	1164	921.503	0	0
NM_000562.3	2367	2124.5	0	0
NM_000564.5	5808	5565.5	0	0
NM_000565.4	5764	5521.5	105.121	0.908683
NM_000566.4	1333	1090.5	0	0
NM_000567.3	2015	1772.5	0	0
NM_000569.8	2100	1857.5	1	0.0256951
NM_000570.5	2143	1900.5	0	0
NM_000572.3	1630	1387.5	1.00034	0.0344107
NM_000574.5	2590	2347.5	3583.99	72.8687
NM_000575.5	2017	1774.5	119	3.20074
NM_000576.3	1507	1264.5	1964.29	74.1422
NM_000577.5	1671	1428.5	36.7029	1.22631
NM_000578.4	3608	3365.5	0	0
NM_000579.4	3661	3418.5	0	0
NM_000581.4	899	656.704	3191	231.919
NM_000582.3	1519	1276.5	16.0289	0.599325
NM_000583.4	1685	1442.5	0	0
NM_000584.4	1642	1399.5	35270.8	1202.88
NM_000585.5	2015	1772.5	42.3198	1.13956
NM_000586.4	1029	786.503	0	0
NM_000587.4	5716	5473.5	4.00024	0.034882
NM_000588.4	924	681.503	0	0
NM_000589.4	615	376.165	0	0
NM_000590.2	605	366.839	0	0
NM_000591.4	1356	1113.5	0	0
NM_000593.6	2685	2442.5	860.083	16.8068
NM_000594.4	1678	1435.5	0	0
NM_000595.4	1416	1173.5	0	0
NM_000596.4	1514	1271.5	4	0.150149
NM_000597.3	1414	1171.5	7	0.28519
NM_000598.5	2613	2370.5	122618	2468.85
NM_000599.4	6239	5996.5	94673.9	753.551
NM_000600.5	1127	884.503	3328.93	179.633
NM_000601.6	5834	5591.5	42.8715	0.365949
NM_000602.5	3156	2913.5	342688	5613.88
NM_000603.5	4366	4123.5	28	0.324095
NM_000605.4	1144	901.503	0	0
NM_000606.3	881	638.77	2.52528	0.188689
NM_000607.4	764	522.226	0	0
NM_000608.4	759	517.226	0	0
NM_000609.7	3537	3294.5	901.595	13.0618
NM_000610.4	5431	5188.5	0	0
NM_000611.6	7563	7320.5	33920.4	221.157
NM_000612.6	5580	5337.5	105.193	0.94065
NM_000613.3	1575	1332.5	13	0.465645
NM_000614.4	1902	1659.5	43.3389	1.24646
NM_000615.7	5789	5546.5	52.6354	0.452938
NM_000616.5	3049	2806.5	1.62658	0.0276624
NM_000617.3	4132	3889.5	142.106	1.7438
NM_000618.5	7277	7034.5	18.5945	0.126163
NM_000619.3	1211	968.503	0	0
NM_000620.5	12007	11764.5	19.0456	0.0772682
NM_000621.5	5415	5172.5	87.7962	0.810131
NM_000623.4	3991	3748.5	93.695	1.193
NM_000624.6	2278	2035.5	0	0
NM_000625.4	4206	3963.5	0	0
NM_000626.4	1246	1003.5	0	0
NM_000627.4	5294	5051.5	6386.02	60.3378
NM_000628.5	1941	1698.5	865.955	24.3338
NM_000629.3	6075	5832.5	3244.01	26.5465
NM_000631.5	1378	1135.5	2	0.0840663
NM_000632.4	4719	4476.5	0	0
NM_000633.3	6881	6638.5	56.8001	0.408375
NM_000634.3	2459	2216.5	0	0
NM_000635.4	3959	3716.5	69.732	0.895525
NM_000636.4	14167	13924.5	2699.41	9.25272
NM_000637.5	3034	2791.5	1204.09	20.5875
NM_000638.4	1626	1383.5	73	2.51839
NM_000639.3	1805	1562.5	1	0.0305463
NM_000640.3	1338	1095.5	1255	54.6777
NM_000641.4	2378	2135.5	20988	469.085
NM_000642.3	7091	6848.5	1075.89	7.49814
NM_000643.3	7294	7051.5	58.416	0.395394
NM_000644.3	7234	6991.5	0	0
