target_id	length	eff_length	est_counts	tpm
NM_000186.4	3962	3739.04	332.903	4.5675
NM_000187.4	1674	1451.04	0	0
NM_000188.3	3602	3379.04	8541.5	129.677
NM_000189.5	5626	5403.04	3446.58	32.7243
NM_000190.4	1505	1282.04	569.067	22.771
NM_000191.3	1570	1347.04	491.511	18.7186
NM_000192.3	3921	3698.04	180.877	2.50918
NM_000193.4	4650	4427.04	0	0
NM_000194.3	1395	1172.04	1287	56.3322
NM_000195.5	3703	3480.04	0	0
NM_000196.4	1896	1673.04	4	0.122652
NM_000197.2	1159	936.039	1	0.0548058
NM_000198.4	1675	1452.04	0	0
NM_000199.5	2705	2482.04	538.401	11.128
NM_000200.3	532	314.635	0	0
NM_000201.3	2967	2744.04	506.739	9.47358
NM_000202.8	7580	7357.04	2941.22	20.509
NM_000203.5	2174	1951.04	246.468	6.48059
NM_000204.5	1978	1755.04	64.9812	1.89942
NM_000206.3	1480	1257.04	0	0
NM_000207.3	465	252.89	0	0
NM_000208.4	9463	9240.04	592.558	3.28986
NM_000209.4	2603	2380.04	0	0
NM_000210.4	5816	5593.04	3864.35	35.4445
NM_000211.5	2807	2584.04	5	0.0992639
NM_000212.3	5941	5718.04	2393.57	21.4743
NM_000213.5	5896	5673.04	14.1543	0.127995
NM_000214.3	5940	5717.04	205	1.83951
NM_000215.4	5386	5163.04	84.0913	0.835538
NM_000216.4	6265	6042.04	84.4843	0.71732
NM_000217.3	7985	7762.04	24	0.158619
NM_000218.3	3224	3001.04	0	0
NM_000219.6	3505	3282.04	0	0
NM_000220.6	2333	2110.04	1	0.0243125
NM_000221.3	2397	2174.04	0	0
NM_000222.3	5147	4924.04	0.0639905	0.000666676
NM_000223.4	1880	1657.04	2	0.0619181
NM_000224.3	1413	1190.04	1082.44	46.6621
NM_000226.4	2296	2073.04	5	0.123732
NM_000227.6	5618	5395.04	12.2763	0.116733
NM_000228.3	4014	3791.04	24.1985	0.327454
NM_000229.2	1496	1273.04	356.826	14.3792
NM_000230.3	3427	3204.04	1.58676	0.0254059
NM_000231.3	1594	1371.04	0	0
NM_000232.5	4248	4025.04	7734.55	98.5792
NM_000233.4	3076	2853.04	0	0
NM_000234.3	3125	2902.04	782.727	13.8365
NM_000235.4	2496	2273.04	3477.58	78.4856
NM_000236.3	2559	2336.04	10	0.219604
NM_000237.3	3565	3342.04	10	0.1535
NM_000238.4	4292	4069.04	0	0
NM_000239.3	1490	1267.04	2.00049	0.0809967
NM_000240.4	3931	3708.04	28	0.387377
NM_000242.3	3521	3298.04	0	0
NM_000243.3	3506	3283.04	0	0
NM_000244.4	2746	2523.04	0	0
NM_000245.4	6822	6599.04	4074.92	31.6781
NM_000246.4	16061	15838	0	0
NM_000247.3	1366	1143.04	246.442	11.0605
NM_000248.4	4475	4252.04	0	0
NM_000249.4	2494	2271.04	1177.84	26.6062
NM_000250.2	3216	2993.04	4	0.0685596
NM_000251.3	3115	2892.04	1018.41	18.0651
NM_000252.3	3412	3189.04	396.467	6.37775
NM_000253.4	4043	3820.04	0	0
NM_000254.3	10547	10324	1611.12	8.00571
NM_000255.4	3811	3588.04	1039.27	14.8591
NM_000256.3	4217	3994.04	0	0
NM_000257.4	6027	5804.04	0	0
NM_000258.3	885	662.039	0	0
NM_000259.3	12238	12015	2007.55	8.57161
NM_000260.4	7483	7260.04	0	0
NM_000261.2	2100	1877.04	1	0.0273305
NM_000262.3	3696	3473.04	754.925	11.151
NM_000263.4	2475	2252.04	1187.48	27.0502
NM_000264.5	8662	8439.04	38.5876	0.234571
NM_000265.7	1349	1126.04	2.69355	0.122713
NM_000266.4	1719	1496.04	5	0.171454
NM_000267.3	12381	12158	412.714	1.74143
NM_000268.4	5950	5727.04	418.274	3.74672
NM_000269.3	890	667.039	3703.44	284.823
NM_000270.4	1477	1254.04	2560	104.725
NM_000271.5	4760	4537.04	2178.6	24.6335
NM_000272.5	2690	2467.04	0	0
NM_000273.3	1645	1422.04	0	0
NM_000274.4	2039	1816.04	6757.27	190.883
NM_000275.3	3143	2920.04	0	0
NM_000276.4	5173	4950.04	151.395	1.56901
NM_000277.3	3759	3536.04	0	0
NM_000278.5	4189	3966.04	0	0
NM_000280.6	2701	2478.04	0	0
NM_000281.4	787	564.101	267.43	24.3206
NM_000282.4	2484	2261.04	286.89	6.5092
NM_000283.4	3294	3071.04	0	0
NM_000284.4	3349	3126.04	1862.11	30.5584
NM_000285.4	1907	1684.04	2356.07	71.7721
NM_000286.3	2617	2394.04	254	5.44281
NM_000287.4	3444	3221.04	683.024	10.8783
NM_000288.4	1454	1231.04	171.84	7.16097
NM_000289.6	3090	2867.04	1297.02	23.2078
NM_000290.4	837	614.101	1.02279	0.0854416
NM_000291.4	4812	4589.04	39950.7	446.605
NM_000292.3	5077	4854.04	209.199	2.21094
NM_000293.3	5459	5236.04	94.2821	0.923734
NM_000294.3	5384	5161.04	320.131	3.18208
NM_000295.5	3006	2783.04	15.2511	0.281128
NM_000296.4	14137	13914	2215.58	8.16873
NM_000297.4	5089	4866.04	2949.56	31.0958
NM_000298.6	3047	2824.04	0	0
NM_000299.4	5389	5166.04	0	0
NM_000300.4	991	768.039	0	0
NM_000301.5	3530	3307.04	9	0.139612
NM_000302.4	2976	2753.04	26258.5	489.302
NM_000303.3	2285	2062.04	1931.23	48.046
NM_000304.4	1828	1605.04	54.2854	1.73507
NM_000305.3	1610	1387.04	1995.31	73.7977
NM_000306.4	1488	1265.04	0	0
NM_000307.5	3838	3615.04	0	0
NM_000308.4	1858	1635.04	6095.48	191.25
NM_000309.5	1672	1449.04	23.9061	0.846348
NM_000310.4	2284	2061.04	2363.49	58.8285
NM_000311.5	2435	2212.04	3181.18	73.7762
NM_000312.4	1769	1546.04	0	0
NM_000313.4	3372	3149.04	531.629	8.66067
NM_000314.8	8515	8292.04	0	0
NM_000315.4	791	568.101	0	0
NM_000316.3	2153	1930.04	0	0
NM_000317.3	872	649.039	1395	110.261
NM_000318.3	4169	3946.04	65.8641	0.856265
NM_000319.5	3213	2990.04	73.786	1.26595
NM_000320.3	1507	1284.04	574.895	22.9684
NM_000321.3	4768	4545.04	2963.42	33.4484
NM_000322.5	3001	2778.04	164	3.02849
NM_000324.3	1895	1672.04	0	0
NM_000325.6	2294	2071.04	389.589	9.65025
NM_000326.5	1638	1415.04	0	0
NM_000327.4	1358	1135.04	24	1.08473
NM_000328.3	3053	2830.04	275.781	4.9991
NM_000329.3	2605	2382.04	0	0
NM_000330.4	3031	2808.04	0	0
NM_000331.6	665	443.464	0	0
NM_000332.4	10606	10383	100.091	0.494528
NM_000333.4	7250	7027.04	58.5	0.427075
NM_000334.4	7805	7582.04	0	0
NM_000335.5	8516	8293.04	9.3034	0.0575504
NM_000336.3	2560	2337.04	0	0
NM_000337.6	9383	9160.04	993.037	5.56146
NM_000338.3	4708	4485.04	0	0
NM_000339.3	5567	5344.04	0	0
NM_000340.2	3181	2958.04	0	0
NM_000341.4	2969	2746.04	4.48808	0.0838445
NM_000342.4	4954	4731.04	0	0
NM_000343.4	4832	4609.04	0	0
NM_000344.4	1482	1259.04	573.353	23.3616
NM_000345.4	3177	2954.04	3.08345	0.0535477
NM_000346.4	3931	3708.04	2790	38.5994
NM_000348.4	4519	4296.04	0	0
NM_000349.3	2565	2342.04	2.00162	0.0438439
NM_000350.3	7328	7105.04	0	0
NM_000351.7	6352	6129.04	0	0
NM_000352.6	4921	4698.04	0	0
NM_000353.3	3945	3722.04	2	0.0275657
NM_000354.6	2360	2137.04	0	0
NM_000355.4	2192	1969.04	85	2.21455
NM_000356.4	4792	4569.04	5.10783	0.0573499
NM_000358.3	2712	2489.04	330293	6807.51
NM_000359.3	2744	2521.04	24	0.488374
NM_000360.4	1827	1604.04	0.999943	0.0319802
NM_000361.3	4040	3817.04	4060	54.5657
NM_000362.5	4597	4374.04	263361	3088.8
NM_000363.5	843	620.039	0	0
NM_000364.4	1156	933.039	0	0
NM_000365.6	1351	1128.04	37648.5	1712.16
NM_000366.6	1265	1042.04	0	0
NM_000367.5	3184	2961.04	402.563	6.97445
NM_000368.5	8598	8375.04	393.604	2.41098
NM_000369.5	4308	4085.04	3.79768	0.0476917
NM_000370.3	2633	2410.04	0	0
NM_000371.4	616	395.387	0	0
NM_000372.5	2062	1839.04	0	0
NM_000373.4	6652	6429.04	509.134	4.06262
NM_000374.5	1193	970.039	1473.65	77.9337
NM_000375.3	1336	1113.04	759.275	34.9953
NM_000376.3	4616	4393.04	339.471	3.96422
NM_000377.3	1829	1606.04	0	0
NM_000378.6	2971	2748.04	0	0
NM_000379.4	5715	5492.04	138.649	1.2951
NM_000380.4	1400	1177.04	185.741	8.09537
NM_000381.4	6168	5945.04	831.146	7.17205
NM_000382.3	3703	3480.04	469.805	6.92554
NM_000383.4	2690	2467.04	3.25683	0.0677236
NM_000384.3	14121	13898	1	0.00369119
NM_000386.4	2307	2084.04	1178	28.9975
NM_000387.6	1778	1555.04	374	12.3382
NM_000388.4	10062	9839.04	0	0
NM_000389.5	2117	1894.04	4401.62	119.219
NM_000390.4	5438	5215.04	1371.86	13.495
NM_000391.4	3492	3269.04	2905	45.5876
NM_000392.5	5806	5583.04	29.3458	0.269647
NM_000393.5	6829	6606.04	55038.4	427.41
NM_000394.4	1139	916.039	0	0
NM_000395.3	4853	4630.04	61.9917	0.686862
NM_000396.4	1629	1406.04	815	29.7359
NM_000397.4	4276	4053.04	0	0
NM_000398.7	2916	2693.04	18702.7	356.273
NM_000399.5	2979	2756.04	0	0
NM_000400.4	4108	3885.04	1475.78	19.4871
NM_000401.3	3469	3246.04	6724.69	106.277
NM_000402.4	2406	2183.04	143.15	3.36396
NM_000403.4	1665	1442.04	78.4392	2.79047
NM_000404.4	2523	2300.04	2121.79	47.3247
NM_000405.5	3603	3380.04	1433.12	21.7511
NM_000406.3	4402	4179.04	0	0
NM_000407.5	959	736.039	23.4833	1.63674
NM_000408.5	5812	5589.04	1880	17.2561
NM_000409.5	1904	1681.04	0	0
NM_000410.4	5176	4953.04	430.486	4.4587
NM_000411.8	8247	8024.04	197.974	1.26572
NM_000412.5	1947	1724.04	0	0
NM_000413.4	1274	1051.04	168.128	8.20619
NM_000414.4	2628	2405.04	3091.29	65.9383
NM_000415.3	1942	1719.04	0	0
NM_000416.3	2074	1851.04	1387.39	38.4505
NM_000417.3	3218	2995.04	0	0
NM_000418.4	3624	3401.04	994.86	15.0062
NM_000419.5	3479	3256.04	0	0
NM_000420.3	2494	2271.04	0	0
NM_000421.5	2143	1920.04	1161.18	31.0248
NM_000422.3	1517	1294.04	19	0.753228
NM_000423.3	2450	2227.04	0	0
NM_000424.4	2238	2015.04	10	0.254587
NM_000425.5	5099	4876.04	0	0
NM_000426.4	9696	9473.04	1956.89	10.5974
NM_000427.3	1245	1022.04	1	0.0501941
NM_000428.3	8460	8237.04	46101	287.118
NM_000429.3	3384	3161.04	0	0
NM_000430.4	5589	5366.04	9368.26	89.5624
NM_000431.4	2833	2610.04	142.499	2.80081
NM_000432.4	783	560.101	2	0.183183
NM_000433.4	2267	2044.04	0	0
NM_000434.4	3353	3130.04	1193.26	19.5572
NM_000435.3	8680	8457.04	3308	20.0663
NM_000436.4	3294	3071.04	1734.97	28.982
NM_000437.4	3487	3264.04	310.401	4.87852
NM_000438.6	1501	1278.04	0	0
NM_000439.5	5136	4913.04	332.703	3.47397
NM_000440.3	5645	5422.04	0	0
NM_000441.2	4737	4514.04	47.7876	0.543088
NM_000442.5	6813	6590.04	33	0.25689
NM_000443.4	4293	4070.04	2.28934	0.0288557
NM_000444.6	6288	6065.04	0	0
NM_000445.5	14798	14575	4181.61	14.7182
NM_000446.7	2393	2170.04	0	0
NM_000447.3	2249	2026.04	65.9854	1.67079
NM_000448.3	6588	6365.04	0	0
NM_000449.4	3577	3354.04	143.642	2.19702
NM_000450.2	3875	3652.04	1	0.014047
NM_000451.4	7934	7711.04	2.93903	0.0195529
NM_000452.3	3350	3127.04	0	0
NM_000453.3	3604	3381.04	0	0
NM_000454.5	895	672.039	3979.57	303.782
NM_000455.5	3293	3070.04	1734.5	28.9835
NM_000456.3	2445	2222.04	68.6534	1.58501
NM_000457.6	4739	4516.04	0	0
NM_000458.4	2790	2567.04	0	0
NM_000459.5	4683	4460.04	915.536	10.5307
NM_000460.4	1918	1695.04	0	0
NM_000461.5	7430	7207.04	0.0355999	0.000253404
NM_000462.5	5319	5096.04	2557.42	25.7448
NM_000463.3	2361	2138.04	0	0
NM_000465.4	5478	5255.04	445.854	4.35248
NM_000466.3	4369	4146.04	412.062	5.09858
NM_000474.4	1630	1407.04	1937.48	70.6402
NM_000475.5	1813	1590.04	1	0.0322636
NM_000476.3	2192	1969.04	593.085	15.452
NM_000477.7	2285	2062.04	1	0.0248785
NM_000478.6	2536	2313.04	216.351	4.79839
NM_000479.5	1809	1586.04	37	1.19676
NM_000480.3	4357	4134.04	170.783	2.11929
NM_000481.4	1997	1774.04	96	2.77606
NM_000482.4	1471	1248.04	0	0
NM_000483.5	660	438.596	0	0
NM_000484.4	3583	3360.04	14981	228.726
NM_000485.3	931	708.039	1236.28	89.5738
NM_000486.6	4180	3957.04	0	0
NM_000487.6	4294	4071.04	1416.98	17.8557
NM_000488.4	1552	1329.04	0	0
NM_000489.6	11165	10942	593.899	2.78442
NM_000490.5	619	398.307	0	0
NM_000491.5	1098	875.039	0	0
NM_000492.4	6070	5847.04	0	0
NM_000493.4	3302	3079.04	0	0
NM_000494.4	5612	5389.04	59	0.561644
NM_000495.5	6513	6290.04	20.4363	0.166674
NM_000496.3	769	546.101	6.61878	0.621765
NM_000497.4	3540	3317.04	0	0
NM_000498.3	2936	2713.04	0	0
NM_000499.5	2600	2377.04	0	0
NM_000500.9	2006	1783.04	0	0
NM_000501.4	3397	3174.04	2161.09	34.9287
NM_000502.6	2719	2496.04	0	0
NM_000503.6	4163	3940.04	9	0.117182
NM_000504.4	1536	1313.04	173.409	6.7751
NM_000505.4	2036	1813.04	0	0
NM_000506.5	1990	1767.04	1	0.0290318
NM_000507.4	1473	1250.04	0	0
NM_000508.5	3654	3431.04	0	0
NM_000509.6	1565	1342.04	0	0
NM_000510.4	1855	1632.04	0	0
NM_000511.6	3116	2893.04	0.22389	0.00397009
NM_000512.5	2344	2121.04	1188.4	28.7431
NM_000513.2	1998	1775.04	0	0
NM_000514.4	4171	3948.04	386.993	5.02854
NM_000515.5	823	600.101	0	0
NM_000516.7	1854	1631.04	10405.9	327.294
NM_000517.6	576	356.366	0	0
NM_000518.5	628	407.065	0	0
NM_000519.4	620	399.267	0	0
NM_000520.6	4785	4562.04	1837.67	20.6647
NM_000521.4	1812	1589.04	2935.6	94.7727
NM_000522.5	5015	4792.04	9	0.096348
NM_000523.4	2416	2193.04	1.36341	0.0318934
NM_000524.4	4572	4349.04	0	0
NM_000525.4	3412	3189.04	0	0
NM_000526.5	1636	1413.04	279.928	10.1628
NM_000527.5	5173	4950.04	1346.63	13.956
NM_000528.4	3185	2962.04	1724.51	29.8673
NM_000529.2	3652	3429.04	0	0
NM_000530.8	1951	1728.04	10.0885	0.299497
NM_000531.6	1522	1299.04	0	0
NM_000532.5	1799	1576.04	626.876	20.4049
NM_000533.5	3011	2788.04	0	0
NM_000534.5	3156	2933.04	512.504	8.96396
NM_000535.7	5093	4870.04	308.345	3.24807
NM_000536.4	2388	2165.04	0	0
NM_000537.4	1462	1239.04	34	1.40771
NM_000538.4	2306	2083.04	217	5.3442
NM_000539.3	2768	2545.04	0	0
NM_000540.3	15400	15177	0.00528647	1.78689e-05
NM_000541.5	1596	1373.04	0	0
NM_000542.5	3550	3327.04	0	0
NM_000543.5	2410	2187.04	3209.28	75.2787
NM_000544.3	5679	5456.04	134.254	1.26233
NM_000545.8	3442	3219.04	0	0
NM_000546.6	2512	2289.04	345.348	7.73971
NM_000547.6	4090	3867.04	0	0
NM_000548.5	6415	6192.04	0.468767	0.00388369
NM_000549.5	528	310.856	0	0
NM_000550.3	2896	2673.04	3	0.0575753
NM_000551.4	4414	4191.04	1226.19	15.0091
NM_000552.5	8830	8607.04	36	0.21457
NM_000553.6	7575	7352.04	612.326	4.27263
NM_000554.6	4366	4143.04	0	0
NM_000555.3	9433	9210.04	0	0
NM_000557.5	2368	2145.04	16	0.382653
NM_000558.5	577	357.366	7	1.00486
NM_000559.3	587	367.074	0	0
NM_000560.4	1505	1282.04	0	0
NM_000561.4	1164	941.039	6.76918	0.369019
NM_000562.3	2367	2144.04	0	0
NM_000564.5	5808	5585.04	0	0
NM_000565.4	5764	5541.04	94.4974	0.874881
NM_000566.4	1333	1110.04	0	0
NM_000567.3	2015	1792.04	0	0
NM_000569.8	2100	1877.04	0	0
NM_000570.5	2143	1920.04	0	0
NM_000572.3	1630	1407.04	0	0
NM_000574.5	2590	2367.04	1709.85	37.0573
NM_000575.5	2017	1794.04	124	3.54577
NM_000576.3	1507	1284.04	477	19.0573
NM_000577.5	1671	1448.04	210.639	7.4624
NM_000578.4	3608	3385.04	0	0
NM_000579.4	3661	3438.04	0	0
NM_000581.4	899	676.039	3737.26	283.597
NM_000582.3	1519	1296.04	22.8715	0.905308
NM_000583.4	1685	1462.04	0	0
NM_000584.4	1642	1419.04	6535.9	236.282
NM_000585.5	2015	1792.04	11.9176	0.341162
NM_000586.4	1029	806.039	0	0
NM_000587.4	5716	5493.04	2	0.0186783
NM_000588.4	924	701.039	0	0
NM_000589.4	615	394.387	0	0
NM_000590.2	605	384.661	0	0
NM_000591.4	1356	1133.04	12	0.543321
NM_000593.6	2685	2462.04	521.91	10.8748
NM_000594.4	1678	1455.04	2	0.0705141
NM_000595.4	1416	1193.04	0	0
NM_000596.4	1514	1291.04	8	0.317886
NM_000597.3	1414	1191.04	35	1.50752
NM_000598.5	2613	2390.04	42706.4	916.66
NM_000599.4	6239	6016.04	97994	835.621
NM_000600.5	1127	904.039	1030.32	58.4662
NM_000601.6	5834	5611.04	67.7113	0.619068
NM_000602.5	3156	2933.04	220717	3860.45
NM_000603.5	4366	4143.04	102.11	1.26435
NM_000605.4	1144	921.039	0	0
NM_000606.3	881	658.039	0	0
NM_000607.4	764	541.209	1	0.0947884
NM_000608.4	759	536.209	0	0
NM_000609.7	3537	3314.04	574.557	8.89398
NM_000610.4	5431	5208.04	0	0
NM_000611.6	7563	7340.04	32143.2	224.653
NM_000612.6	5580	5357.04	96.4255	0.923395
NM_000613.3	1575	1352.04	23	0.872688
NM_000614.4	1902	1679.04	12.9602	0.395978
NM_000615.7	5789	5566.04	226.997	2.09215
NM_000616.5	3049	2826.04	0	0
NM_000617.3	4132	3909.04	176.99	2.32273
NM_000618.5	7277	7054.04	421.301	3.0639
NM_000619.3	1211	988.039	0	0
NM_000620.5	12007	11784	0	0
NM_000621.5	5415	5192.04	87.0206	0.859814
NM_000623.4	3991	3768.04	167.447	2.27973
NM_000624.6	2278	2055.04	2	0.0499264
NM_000625.4	4206	3983.04	1	0.0128797
NM_000626.4	1246	1023.04	0	0
NM_000627.4	5294	5071.04	4942.03	49.9953
NM_000628.5	1941	1718.04	814.993	24.3356
NM_000629.3	6075	5852.04	2586.27	22.6718
NM_000631.5	1378	1155.04	0	0
NM_000632.4	4719	4496.04	0	0
NM_000633.3	6881	6658.04	54.7755	0.422047
NM_000634.3	2459	2236.04	0	0
NM_000635.4	3959	3736.04	120.435	1.65372
NM_000636.4	14167	13944	1373.02	5.05137
NM_000637.5	3034	2811.04	1174.05	21.426
NM_000638.4	1626	1403.04	91	3.3273
NM_000639.3	1805	1582.04	0	0
NM_000640.3	1338	1115.04	3316	152.561
NM_000641.4	2378	2155.04	19949.2	474.889
NM_000642.3	7091	6868.04	904.565	6.75659
NM_000643.3	7294	7071.04	0	0
NM_000644.3	7234	7011.04	0	0
NM_000646.3	7234	7011.04	21.7392	0.159068
NM_000651.6	9937	9714.04	1.03135	0.00544661
NM_000655.5	2358	2135.04	0	0
NM_000657.3	1595	1372.04	7.62222	0.284994
NM_000660.7	2780	2557.04	11395.8	228.628
NM_000661.5	724	501.572	18154.1	1856.79
